[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[196.092] I: Pausing for undefinedms
[196.094] I: Pausing for undefinedms
[196.094] I: Pausing for undefinedms
[196.095] I: Pausing for undefinedms
[196.097] I: Pausing for undefinedms
[196.098] I: Pausing for undefinedms
[196.099] I: Pausing for undefinedms
[196.1] I: Pausing for undefinedms
[196.102] I: Pausing for undefinedms
[196.103] I: Pausing for undefinedms
[196.104] I: Pausing for undefinedms
[196.105] I: Pausing for undefinedms
[196.106] I: Pausing for undefinedms
[196.108] I: Pausing for undefinedms
[196.109] I: Pausing for undefinedms
[196.11] I: Pausing for undefinedms
[196.112] I: Pausing for undefinedms
[196.113] I: Pausing for undefinedms
[196.114] I: Pausing for undefinedms
[196.116] I: Pausing for undefinedms
[196.117] I: Pausing for undefinedms
[196.118] I: Pausing for undefinedms
[196.119] I: Pausing for undefinedms
[196.12] I: Pausing for undefinedms
[196.122] I: Pausing for undefinedms
[196.123] I: Pausing for undefinedms
[196.124] I: Pausing for undefinedms
[196.125] I: Pausing for undefinedms
[196.127] I: Pausing for undefinedms
[196.129] I: Pausing for undefinedms
[196.13] I: Pausing for undefinedms
[196.131] I: Pausing for undefinedms
[196.132] I: Pausing for undefinedms
[196.134] I: Pausing for undefinedms
[196.135] I: Pausing for undefinedms
[196.136] I: Pausing for undefinedms
[196.137] I: Pausing for undefinedms
[196.138] I: Pausing for undefinedms
[196.14] I: Pausing for undefinedms
[196.141] I: Pausing for undefinedms
[196.142] I: Pausing for undefinedms
[196.144] I: Pausing for undefinedms
[196.145] I: Pausing for undefinedms
[196.146] I: Pausing for undefinedms
[196.147] I: Pausing for undefinedms
[196.149] I: Pausing for undefinedms
[196.15] I: Pausing for undefinedms
[196.151] I: Pausing for undefinedms
[196.152] I: Pausing for undefinedms
[196.154] I: Pausing for undefinedms
[196.155] I: Pausing for undefinedms
[196.156] I: Pausing for undefinedms
[196.158] I: Pausing for undefinedms
[196.159] I: Pausing for undefinedms
[196.161] I: Pausing for undefinedms
[196.162] I: Pausing for undefinedms
[196.163] I: Pausing for undefinedms
[196.165] I: Pausing for undefinedms
[196.166] I: Pausing for undefinedms
[196.167] I: Pausing for undefinedms
[196.168] I: Pausing for undefinedms
[196.17] I: Pausing for undefinedms
[196.171] I: Pausing for undefinedms
[196.172] I: Pausing for undefinedms
[196.173] I: Pausing for undefinedms
[196.174] I: Pausing for undefinedms
[196.176] I: Pausing for undefinedms
[196.177] I: Pausing for undefinedms
[196.179] I: Pausing for undefinedms
[196.18] I: Pausing for undefinedms
[196.181] I: Pausing for undefinedms
[196.182] I: Pausing for undefinedms
[196.183] I: Pausing for undefinedms
[196.185] I: Pausing for undefinedms
[196.186] I: Pausing for undefinedms
[196.187] I: Pausing for undefinedms
[196.188] I: Pausing for undefinedms
[196.19] I: Pausing for undefinedms
[196.191] I: Pausing for undefinedms
[196.192] I: Pausing for undefinedms
[196.194] I: Pausing for undefinedms
[196.195] I: Pausing for undefinedms
[196.196] I: Pausing for undefinedms
[196.198] I: Pausing for undefinedms
[196.199] I: Pausing for undefinedms
[196.2] I: Pausing for undefinedms
[196.201] I: Pausing for undefinedms
[196.203] I: Pausing for undefinedms
[196.204] I: Pausing for undefinedms
[196.205] I: Pausing for undefinedms
[196.206] I: Pausing for undefinedms
[196.208] I: Pausing for undefinedms
[196.209] I: Pausing for undefinedms
[196.211] I: Pausing for undefinedms
[196.212] I: Pausing for undefinedms
[196.213] I: Pausing for undefinedms
[196.215] I: Pausing for undefinedms
[196.216] I: Pausing for undefinedms
[196.217] I: Pausing for undefinedms
[196.218] I: Pausing for undefinedms
[196.22] I: Pausing for undefinedms
[196.221] I: Pausing for undefinedms
[196.222] I: Pausing for undefinedms
[196.223] I: Pausing for undefinedms
[196.224] I: Pausing for undefinedms
[196.226] I: Pausing for undefinedms
[196.227] I: Pausing for undefinedms
[196.229] I: Pausing for undefinedms
[196.23] I: Pausing for undefinedms
[196.231] I: Pausing for undefinedms
[196.232] I: Pausing for undefinedms
[196.234] I: Pausing for undefinedms
[196.235] I: Pausing for undefinedms
[196.236] I: Pausing for undefinedms
[196.237] I: Pausing for undefinedms
[196.239] I: Pausing for undefinedms
[196.24] I: Pausing for undefinedms
[196.241] I: Pausing for undefinedms
[196.241] I: Pausing for undefinedms
[196.242] I: Pausing for undefinedms
[196.244] I: Pausing for undefinedms
[196.245] I: Pausing for undefinedms
[196.246] I: Pausing for undefinedms
[196.247] I: Pausing for undefinedms
[196.249] I: Pausing for undefinedms
[196.25] I: Pausing for undefinedms
[196.251] I: Pausing for undefinedms
[196.253] I: Pausing for undefinedms
[196.254] I: Pausing for undefinedms
[196.255] I: Pausing for undefinedms
[196.256] I: Pausing for undefinedms
[196.258] I: Pausing for undefinedms
[196.259] I: Pausing for undefinedms
[196.26] I: Pausing for undefinedms
[196.26] I: Pausing for undefinedms
[196.261] I: Pausing for undefinedms
[196.263] I: Pausing for undefinedms
[196.264] I: Pausing for undefinedms
[196.265] I: Pausing for undefinedms
[196.266] I: Pausing for undefinedms
[196.267] I: Pausing for undefinedms
[196.269] I: Pausing for undefinedms
[196.27] I: Pausing for undefinedms
[196.271] I: Pausing for undefinedms
[196.272] I: Pausing for undefinedms
[196.273] I: Pausing for undefinedms
[196.275] I: Pausing for undefinedms
[196.276] I: Pausing for undefinedms
[196.277] I: Pausing for undefinedms
[196.279] I: Pausing for undefinedms
[196.28] I: Pausing for undefinedms
[196.281] I: Pausing for undefinedms
[196.282] I: Pausing for undefinedms
[196.284] I: Pausing for undefinedms
[196.285] I: Pausing for undefinedms
[196.286] I: Pausing for undefinedms
[196.287] I: Pausing for undefinedms
[196.289] I: Pausing for undefinedms
[196.29] I: Pausing for undefinedms
[196.291] I: Pausing for undefinedms
[196.292] I: Pausing for undefinedms
[196.294] I: Pausing for undefinedms
[196.295] I: Pausing for undefinedms
[196.296] I: Pausing for undefinedms
[196.296] I: Pausing for undefinedms
[196.297] I: Pausing for undefinedms
[196.299] I: Pausing for undefinedms
[196.3] I: Pausing for undefinedms
[196.301] I: Pausing for undefinedms
[196.303] I: Pausing for undefinedms
[196.304] I: Pausing for undefinedms
[196.305] I: Pausing for undefinedms
[196.306] I: Pausing for undefinedms
[196.308] I: Pausing for undefinedms
[196.309] I: Pausing for undefinedms
[196.311] I: Pausing for undefinedms
[196.312] I: Pausing for undefinedms
[196.313] I: Pausing for undefinedms
[196.314] I: Pausing for undefinedms
[196.316] I: Pausing for undefinedms
[196.317] I: Pausing for undefinedms
[196.318] I: Pausing for undefinedms
[196.318] I: Pausing for undefinedms
[196.319] I: Pausing for undefinedms
[196.321] I: Pausing for undefinedms
[196.322] I: Pausing for undefinedms
[196.323] I: Pausing for undefinedms
[196.324] I: Pausing for undefinedms
[196.326] I: Pausing for undefinedms
[196.327] I: Pausing for undefinedms
[196.328] I: Pausing for undefinedms
[196.33] I: Pausing for undefinedms
[196.331] I: Pausing for undefinedms
[196.333] I: Pausing for undefinedms
[196.334] I: Pausing for undefinedms
[196.335] I: Pausing for undefinedms
[196.336] I: Pausing for undefinedms
[196.338] I: Pausing for undefinedms
[196.339] I: Pausing for undefinedms
[196.34] I: Pausing for undefinedms
[196.342] I: Pausing for undefinedms
[196.343] I: Pausing for undefinedms
[196.344] I: Pausing for undefinedms
[196.345] I: Pausing for undefinedms
[196.347] I: Pausing for undefinedms
[196.348] I: Pausing for undefinedms
[196.349] I: Pausing for undefinedms
[196.35] I: Pausing for undefinedms
[196.352] I: Pausing for undefinedms
[196.353] I: Pausing for undefinedms
[196.354] I: Pausing for undefinedms
[196.356] I: Pausing for undefinedms
[196.357] I: Pausing for undefinedms
[196.358] I: Pausing for undefinedms
[196.359] I: Pausing for undefinedms
[196.361] I: Pausing for undefinedms
[196.362] I: Pausing for undefinedms
[196.362] I: Pausing for undefinedms
[196.363] I: Pausing for undefinedms
[196.365] I: Pausing for undefinedms
[196.366] I: Pausing for undefinedms
[196.367] I: Pausing for undefinedms
[196.368] I: Pausing for undefinedms
[196.37] I: Pausing for undefinedms
[196.371] I: Pausing for undefinedms
[196.376] I: Pausing for undefinedms
[196.377] I: Pausing for undefinedms
[196.378] I: Pausing for undefinedms
[196.38] I: Pausing for undefinedms
[196.381] I: Pausing for undefinedms
[196.382] I: Pausing for undefinedms
[196.383] I: Pausing for undefinedms
[196.385] I: Pausing for undefinedms
[196.386] I: Pausing for undefinedms
[196.387] I: Pausing for undefinedms
[196.388] I: Pausing for undefinedms
[196.39] I: Pausing for undefinedms
[196.391] I: Pausing for undefinedms
[196.392] I: Pausing for undefinedms
[196.394] I: Pausing for undefinedms
[196.395] I: Pausing for undefinedms
[196.396] I: Pausing for undefinedms
[196.398] I: Pausing for undefinedms
[196.399] I: Pausing for undefinedms
[196.4] I: Pausing for undefinedms
[196.401] I: Pausing for undefinedms
[196.402] I: Pausing for undefinedms
[196.404] I: Pausing for undefinedms
[196.405] I: Pausing for undefinedms
[196.406] I: Pausing for undefinedms
[196.408] I: Pausing for undefinedms
[196.409] I: Pausing for undefinedms
[196.41] I: Pausing for undefinedms
[196.411] I: Pausing for undefinedms
[196.412] I: Pausing for undefinedms
[196.414] I: Pausing for undefinedms
[196.415] I: Pausing for undefinedms
[196.416] I: Pausing for undefinedms
[196.417] I: Pausing for undefinedms
[196.419] I: Pausing for undefinedms
[196.42] I: Pausing for undefinedms
[196.421] I: Pausing for undefinedms
[196.422] I: Pausing for undefinedms
[196.424] I: Pausing for undefinedms
[196.425] I: Pausing for undefinedms
[196.427] I: Pausing for undefinedms
[196.429] I: Pausing for undefinedms
[196.43] I: Pausing for undefinedms
[196.431] I: Pausing for undefinedms
[196.433] I: Pausing for undefinedms
[196.433] I: Pausing for undefinedms
[196.435] I: Pausing for undefinedms
[196.436] I: Pausing for undefinedms
[196.438] I: Pausing for undefinedms
[196.439] I: Pausing for undefinedms
[196.44] I: Pausing for undefinedms
[196.441] I: Pausing for undefinedms
[196.442] I: Pausing for undefinedms
[196.444] I: Pausing for undefinedms
[196.445] I: Pausing for undefinedms
[196.446] I: Pausing for undefinedms
[196.446] I: Pausing for undefinedms
[196.447] I: Pausing for undefinedms
[196.449] I: Pausing for undefinedms
[196.45] I: Pausing for undefinedms
[196.451] I: Pausing for undefinedms
[196.452] I: Pausing for undefinedms
[196.453] I: Pausing for undefinedms
[196.455] I: Pausing for undefinedms
[196.456] I: Pausing for undefinedms
[196.457] I: Pausing for undefinedms
[196.458] I: Pausing for undefinedms
[196.46] I: Pausing for undefinedms
[196.461] I: Pausing for undefinedms
[196.462] I: Pausing for undefinedms
[196.464] I: Pausing for undefinedms
[196.465] I: Pausing for undefinedms
[196.466] I: Pausing for undefinedms
[196.467] I: Pausing for undefinedms
[196.469] I: Pausing for undefinedms
[196.47] I: Pausing for undefinedms
[196.471] I: Pausing for undefinedms
[196.472] I: Pausing for undefinedms
[196.474] I: Pausing for undefinedms
[196.475] I: Pausing for undefinedms
[196.476] I: Pausing for undefinedms
[196.477] I: Pausing for undefinedms
[196.479] I: Pausing for undefinedms
[196.48] I: Pausing for undefinedms
[196.481] I: Pausing for undefinedms
[196.482] I: Pausing for undefinedms
[196.484] I: Pausing for undefinedms
[196.485] I: Pausing for undefinedms
[196.486] I: Pausing for undefinedms
[196.487] I: Pausing for undefinedms
[196.489] I: Pausing for undefinedms
[196.49] I: Pausing for undefinedms
[196.491] I: Pausing for undefinedms
[196.492] I: Pausing for undefinedms
[196.494] I: Pausing for undefinedms
[196.495] I: Pausing for undefinedms
[196.496] I: Pausing for undefinedms
[196.496] I: Pausing for undefinedms
[196.498] I: Pausing for undefinedms
[196.499] I: Pausing for undefinedms
[196.5] I: Pausing for undefinedms
[196.501] I: Pausing for undefinedms
[196.503] I: Pausing for undefinedms
[196.504] I: Pausing for undefinedms
[196.505] I: Pausing for undefinedms
[196.505] I: Pausing for undefinedms
[196.506] I: Pausing for undefinedms
[196.508] I: Pausing for undefinedms
[196.509] I: Pausing for undefinedms
[196.51] I: Pausing for undefinedms
[196.511] I: Pausing for undefinedms
[196.513] I: Pausing for undefinedms
[196.514] I: Pausing for undefinedms
[196.515] I: Pausing for undefinedms
[196.516] I: Pausing for undefinedms
[196.518] I: Pausing for undefinedms
[196.519] I: Pausing for undefinedms
[196.52] I: Pausing for undefinedms
[196.521] I: Pausing for undefinedms
[196.523] I: Pausing for undefinedms
[196.524] I: Pausing for undefinedms
[196.525] I: Pausing for undefinedms
[196.526] I: Pausing for undefinedms
[196.528] I: Pausing for undefinedms
[196.529] I: Pausing for undefinedms
[196.53] I: Pausing for undefinedms
[196.531] I: Pausing for undefinedms
[196.532] I: Pausing for undefinedms
[196.534] I: Pausing for undefinedms
[196.535] I: Pausing for undefinedms
[196.536] I: Pausing for undefinedms
[196.537] I: Pausing for undefinedms
[196.539] I: Pausing for undefinedms
[196.54] I: Pausing for undefinedms
[196.541] I: Pausing for undefinedms
[196.543] I: Pausing for undefinedms
[196.544] I: Pausing for undefinedms
[196.545] I: Pausing for undefinedms
[196.546] I: Pausing for undefinedms
[196.548] I: Pausing for undefinedms
[196.549] I: Pausing for undefinedms
[196.55] I: Pausing for undefinedms
[196.551] I: Pausing for undefinedms
[196.552] I: Pausing for undefinedms
[196.554] I: Pausing for undefinedms
[196.555] I: Pausing for undefinedms
[196.556] I: Pausing for undefinedms
[196.557] I: Pausing for undefinedms
[196.559] I: Pausing for undefinedms
[196.56] I: Pausing for undefinedms
[196.561] I: Pausing for undefinedms
[196.563] I: Pausing for undefinedms
[196.564] I: Pausing for undefinedms
[196.565] I: Pausing for undefinedms
[196.566] I: Pausing for undefinedms
[196.567] I: Pausing for undefinedms
[196.569] I: Pausing for undefinedms
[196.57] I: Pausing for undefinedms
[196.571] I: Pausing for undefinedms
[196.571] I: Pausing for undefinedms
[196.572] I: Pausing for undefinedms
[196.574] I: Pausing for undefinedms
[196.575] I: Pausing for undefinedms
[196.576] I: Pausing for undefinedms
[196.578] I: Pausing for undefinedms
[196.579] I: Pausing for undefinedms
[196.58] I: Pausing for undefinedms
[196.581] I: Pausing for undefinedms
[196.583] I: Pausing for undefinedms
[196.584] I: Pausing for undefinedms
[196.585] I: Pausing for undefinedms
[196.586] I: Pausing for undefinedms
[196.588] I: Pausing for undefinedms
[196.589] I: Pausing for undefinedms
[196.59] I: Pausing for undefinedms
[196.591] I: Pausing for undefinedms
[196.593] I: Pausing for undefinedms
[196.594] I: Pausing for undefinedms
[196.595] I: Pausing for undefinedms
[196.596] I: Pausing for undefinedms
[196.598] I: Pausing for undefinedms
[196.599] I: Pausing for undefinedms
[196.6] I: Pausing for undefinedms
[196.601] I: Pausing for undefinedms
[196.603] I: Pausing for undefinedms
[196.604] I: Pausing for undefinedms
[196.605] I: Pausing for undefinedms
[196.606] I: Pausing for undefinedms
[196.608] I: Pausing for undefinedms
[196.609] I: Pausing for undefinedms
[196.611] I: Pausing for undefinedms
[196.612] I: Pausing for undefinedms
[196.613] I: Pausing for undefinedms
[196.614] I: Pausing for undefinedms
[196.616] I: Pausing for undefinedms
[196.617] I: Pausing for undefinedms
[196.618] I: Pausing for undefinedms
[196.619] I: Pausing for undefinedms
[196.621] I: Pausing for undefinedms
[196.622] I: Pausing for undefinedms
[196.623] I: Pausing for undefinedms
[196.623] I: Pausing for undefinedms
[196.624] I: Pausing for undefinedms
[196.626] I: Pausing for undefinedms
[196.627] I: Pausing for undefinedms
[196.628] I: Pausing for undefinedms
[196.629] I: Pausing for undefinedms
[196.631] I: Pausing for undefinedms
[196.632] I: Pausing for undefinedms
[196.633] I: Pausing for undefinedms
[196.635] I: Pausing for undefinedms
[196.636] I: Pausing for undefinedms
[196.637] I: Pausing for undefinedms
[196.638] I: Pausing for undefinedms
[196.64] I: Pausing for undefinedms
[196.641] I: Pausing for undefinedms
[196.642] I: Pausing for undefinedms
[196.643] I: Pausing for undefinedms
[196.645] I: Pausing for undefinedms
[196.646] I: Pausing for undefinedms
[196.647] I: Pausing for undefinedms
[196.648] I: Pausing for undefinedms
[196.649] I: Pausing for undefinedms
[196.65] I: Pausing for undefinedms
[196.652] I: Pausing for undefinedms
[196.653] I: Pausing for undefinedms
[196.654] I: Pausing for undefinedms
[196.656] I: Pausing for undefinedms
[196.657] I: Pausing for undefinedms
[196.658] I: Pausing for undefinedms
[196.659] I: Pausing for undefinedms
[196.661] I: Pausing for undefinedms
[196.662] I: Pausing for undefinedms
[196.663] I: Pausing for undefinedms
[196.665] I: Pausing for undefinedms
